car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,latitude,longitude
HG75,BLK 172A HOUGANG AVENUE 1,34196.4873,36967.1434,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.350592,103.888998
HG76,BLK 159A HOUGANG STREET 11,33136.4980,37101.9975,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.351811,103.879473
HG77,BLK 919A HOUGANG AVENUE 4,33667.3839,39716.3125,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.375454,103.884244
HG78,BLK 925A HOUGANG STREET 91,33558.5205,39862.4297,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.376776,103.883266
HG79,BLK 931A HOUGANG STREET 91,33249.7444,39781.9719,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2.15,N,1.376048,103.880491
HG80,BLK 941A HOUGANG STREET 92,33091.2937,39576.5271,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.374190,103.879068
HG81,DEFU LANE 1,35344.4023,38110.0508,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.360927,103.899313
HG82,DEFU LANE 2,35706.5000,38048.3008,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.360369,103.902567
HG83,DEFU LANE 3,35650.3728,37831.2487,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.358406,103.902062
HG84,DEFU LANE 5,35239.0000,37964.8945,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.359615,103.898366
HG85,DEFU LANE 6,35362.1016,38036.1953,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.360259,103.899472
HG86,BLK 946A HOUGANG STREET 92,33253.8313,39628.6415,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.374661,103.880528
HG87,BLK 955A HOUGANG AVENUE 9,32957.2644,39767.9074,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.375921,103.877863
HG88,BLK 699D HOUGANG STREET 52,34150.9965,39781.4108,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.376043,103.888590
HG89,BLK 435A HOUGANG AVE 8,34756.3160,39980.4127,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.377842,103.894029
HG9,BLK 201-204 HOUGANG STREET 21,33698.1131,37886.9986,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N,1.358911,103.884520
HG9T,BLK 206 HOUGANG ST 21,33778.1037,37858.0136,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.358648,103.885239
HG90,BLK 966A HOUGANG AVENUE 9,32955.0700,39984.6887,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.377881,103.877844
HG91,BLK 971A HOUGANG STREET 91,33219.5565,39999.7403,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.378017,103.880220
HG92,BLK 373A HOUGANG STREET 31,34315.7845,38258.1777,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.362267,103.890070
HG93,BLK 980 BUANGKOK CRESCENT,33208.1321,40216.5463,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.379978,103.880118
HG94,BLK 984 BUANGKOK LINK,33267.1427,40391.5643,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.381561,103.880648
HG95,BLK 105 HOUGANG AVENUE 1,34319.1474,37341.5832,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.353978,103.890100
HG96,BLK 108 HOUGANG AVE 1,34282.3014,37198.2092,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N,1.352681,103.889769
HG97,BLK 804 HOUGANG AVE 10,34837.3954,39248.3805,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N,1.371222,103.894757
HG98,BLK 988 BUANGKOK GREEN,32938.9335,40216.0826,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.379974,103.877699
HG99,BLK 174A-174D HOUGANG AVENUE 1,34202.0544,36839.2199,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N,1.349435,103.889048
HLM,BLK 533A HONG LIM MSCP,29354.6692,29687.5080,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,1.90,N,1.284758,103.845491
HRM,BLK 96 HENDERSON ROAD,26668.6582,29993.0383,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.287521,103.821356
HR1,BLK 1-3 HAIG RD,35147.8437,32640.4844,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.311463,103.897545
HR2,BLK 4-6 HAIG RD,35090.3320,32769.8359,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.312632,103.897029
HR3,BLK 7 TO 9 HAIG RD,35018.9851,32918.8530,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.313980,103.896388
HR4,BLK 10 TO 14 HAIG RD,34975.9951,32997.6117,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.314692,103.896001
HR5,BLK 21 TO 23 HAIG RD,34875.6086,32812.5333,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.313019,103.895099
HVM,BLK 51 HAVELOCK ROAD,27376.7446,30252.7338,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.289869,103.827718
H11,BLK 34 JALAN BUKIT HO SWEE,27390.4513,29983.9052,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.287438,103.827842
H12,BLK 1/5 DELTA AVE,27342.3203,30487.6270,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.291994,103.827409
H14,BLK 96 HAVELOCK ROAD MSCP,27905.0274,30102.5966,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N,1.288512,103.832465
H15,BLK 568 GANGES AVENUE,27733.5273,30287.7910,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.290187,103.830924
H17,BLK 28A BEO CRESCENT,27392.1841,30064.5769,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.00,N,1.288168,103.827857
H18,BLK 44A HAVELOCK ROAD,27294.4381,30155.4567,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.288990,103.826979
H3,BLK 87 ZION RD,27910.6083,30378.7005,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.40,N,1.291009,103.832515
H3BL,"BLK 991A TO 991B,992A TO 992B",33444.3288,40713.4165,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N,1.384472,103.882240
H3DL,"BLK 998A TO 998B,999A TO 999B",33209.3106,40779.9579,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N,1.385074,103.880128
H4,BLK 22 HAVELOCK RD,27560.7129,30056.3984,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.288094,103.829371
H42A,"BLK 644,645,652,655 HOUGANG AVENUE 8",33437.4888,39407.7276,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.372664,103.882178
H6,BLK 77/79 GANGES AVENUE,27517.5526,30418.6159,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.291370,103.828984
H6M,BLK 78A INDUS RD,27399.5432,30402.6587,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.291225,103.827923
H8,BLKS 4-8 TAMAN HO SWEE,27733.2963,30015.8248,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.287727,103.830922
H87L,BLK 950 TO 976 HOUGANG AVE 9 /STREET 91,33038.8293,40052.7361,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,0.00,N,1.378497,103.878596
H93L,"BLK 978C TO 981D, 982, 987A TO 988C BUANKOK CRESCENT/GREEN",33274.8825,40196.8778,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N,1.379800,103.880717
JBM,BLK 134A JALAN BUKIT MERAH,27317.7804,29079.9207,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.90,N,1.279263,103.827189
JBM2,BLK 113A JLN BUKIT MERAH,27105.3295,29188.4439,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.280244,103.825280
JB1,"BLK 3-5,7,8,4A JALAN BATU",33505.3407,31638.5490,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.50,N,1.302402,103.882787
JB2,BLK 10-11 JALAN BATU,33528.7279,31552.9403,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.301628,103.882997
JB3,"BLK 6,12,14 KAMPONG ARANG ROAD",33672.4849,31431.0270,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.300525,103.884288
JB4,"BLK 1,2,9 KAMPONG KAYU",33547.8789,31758.1250,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.303483,103.883169
JCM,BLK 2 JOO CHIAT RD,35293.6850,33059.6021,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,1.90,N,1.315253,103.898856
JCML,BLK 2 JOO CHIAT RD,35269.0428,33048.7790,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N,1.315155,103.898635
JKM,BLK 8A JALAN KUKOH MSCP,28629.3066,29963.8422,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3,1.98,N,1.287257,103.838973
JKS,BLK 1 JALAN KUKOH CAR PARK,28703.5642,30064.2195,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.288165,103.839640
JMB1,BLK 117A JALAN MEMBINA,27298.7467,29375.3680,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.281935,103.827018
JMB2,BLK 18A JALAN MEMBINA,27274.0467,29729.2354,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.285135,103.826796
JMB3,BLK 26 JALAN MEMBINA,27140.8217,29448.5025,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.282596,103.825599
JMS,BLK 4/5/6 JALAN MINYAK CAR PARK,28610.6237,30051.6694,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N,1.288051,103.838805
JM1,BLK 517B JURONG WEST STREET 52,15461.2578,36356.8719,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.345071,103.720650
JM10,BLK 648 JURONG WEST ST 61,12861.1777,35680.0784,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.338949,103.697287
JM11,BLK 686 JURONG WEST CENTRAL 1,13624.8076,35994.9675,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.341797,103.704149
JM12,BLK 624A JURONG WEST STREET 61,12989.0554,35920.2730,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.341121,103.698436
JM13,BLK 601A JURONG WEST STREET 62,13134.6714,35737.8133,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,19,2.15,N,1.339471,103.699745
JM14,BLK 635A JURONG WEST STREET 65,13026.1447,36061.7744,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.342401,103.698770
JM15,BLK 617A JURONG WEST STREET 65,13172.2410,35894.5938,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.340889,103.700082
JM16,BLK 659 JURONG WEST ST 65,13399.3160,35488.4096,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.337216,103.702123
JM17,BLK 660 JURONG WEST ST 64,13617.7777,35278.1130,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.335314,103.704086
JM18,BLK 629A JURONG WEST ST 65,13110.6908,36127.6675,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.342997,103.699529
JM19,BLK 273 JURONG WEST AVENUE 3,13477.0963,37120.2881,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.351974,103.702821
JM2,BLK 682 JURONG WEST CENTRAL 1,13715.4817,36231.4554,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.343936,103.704964
JM20,BLK 657 JURONG WEST STREET 65,13269.4787,35285.1266,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.335377,103.700956
JM21,BLK 651 JURONG WEST STREET 61,12848.9764,35472.8488,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.337075,103.697178
JM22,BLK 674 JURONG WEST STREET 65,13451.5242,36321.3672,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.344749,103.702592
JM23,BLK 276 JURONG WEST STREET 25,13584.6400,37295.9859,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.353563,103.703787
JM24,BLK 655 JURONG WEST STREET 61,12947.1123,35275.2364,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.335287,103.698060
JM25,BLK 673 JURONG WEST ST 65,13232.9976,36272.1883,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.344304,103.700628
JM26,BLK 675 JURONG WEST ST 64,13511.8473,36412.4785,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.345573,103.703134
JM27,BLK 676 JURONG WEST ST 64,13673.3012,36493.4353,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.346305,103.704584
JM28,BLK 990 JURONG WEST ST 93,12683.1316,35279.6451,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.10,N,1.335327,103.695688
JM29,BLK 986 JURONG WEST ST 93,12551.4555,35465.1802,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.10,N,1.337005,103.694505
JM3,BLK 679 JURONG WEST CENTRAL 1,13838.2635,36303.7106,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.344589,103.706067
JM30,BLK 271 JURONG WEST ST 24,13595.4624,36957.2314,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.350499,103.703885
JM31,BLK 638A JURONG WEST ST 61,12891.4529,36020.4242,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N,1.342027,103.697559
JM32,697 JURONG WEST CTRL 3,14062.3852,35973.1774,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N,1.341600,103.708081
JM4,BLK 684 JURONG WEST ST 64,13598.5325,36287.4517,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.344442,103.703913
JM5,BLK 664 JURONG WEST ST 64,13512.8021,35739.3606,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.339485,103.703143
JM6,BLK 663 JURONG WEST ST 65,13359.4862,35709.3734,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.339214,103.701765
JM7,BLK 669 JURONG WEST ST 64,13497.6635,36071.1758,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.10,N,1.342486,103.703006
JM8,BLK 667 JURONG WEST ST 65,13330.2931,35944.9436,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.10,N,1.341344,103.701503
JM9,BLK 650 JURONG WEST ST 61,12808.9157,35648.0735,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.338659,103.696818
JRM,BLK 814 JELLICOE ROAD,31175.7470,32165.4237,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.307167,103.861854
JRTM,BLK 37A JALAN RUMAH TINGGI,25441.3095,30196.2680,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.289359,103.810328
JSA1,BLK 499 JURONG WEST ST 41,15969.0318,36726.9783,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.348418,103.725213
J1,BLK 101/107 JURONG EAST ST 13,17402.9823,35401.3306,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,5.40,N,1.336430,103.738098
J10,BLK 246/249 JURONG EAST ST 24,17625.0718,36019.1003,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.342017,103.740094
J11,BLK 250/251 JURONG EAST ST 24,17607.7146,36118.9485,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N,1.342920,103.739938
J12,BLK 252/254 JURONG EAST ST 24,17421.1122,36167.9690,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.343363,103.738261
J13,BLK 253 JURONG EAST ST 24,17271.9009,36187.6309,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.343541,103.736920
J14,BLK 256/258 JURONG EAST ST 24,17512.2512,36248.7864,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.344094,103.739080
J15,BLK 259/264 JURONG EAST ST 24,17772.4590,36243.0234,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N,1.344042,103.741418
J16,BLK 301/304 JURONG EAST ST 32,17129.8093,36282.7747,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.344401,103.735643
J17,BLK 305/306 JURONG EAST ST 32,17110.9062,36422.9844,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.345669,103.735473
J18,BLK 307/308 JURONG EAST ST 32,17040.9824,36558.0742,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.346891,103.734845
J19,BLK 309/310 JURONG EAST ST 32,16942.1133,36672.5273,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,9.99,N,1.347926,103.733957
J2,BLK 108/110 JURONG EAST ST 13,17255.3159,35642.1729,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.338608,103.736771
J20,BLK 311/316 JURONG EAST ST 32,16777.3770,36482.1289,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.346204,103.732476
J21,BLK 317/328 JURONG EAST STREET 31,16487.2598,36798.4180,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N,1.349064,103.729869
J21A,BLK 318A JURONG EAST AVE 1,16615.6323,36620.0095,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N,1.347451,103.731023
J22,BLK 329/333 JURONG EAST AVENUE 1,16523.8906,37047.8984,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N,1.351320,103.730199
J23,BLK 334/341 JURONG EAST AVENUE 1,16726.1406,36905.0234,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N,1.350028,103.732016
J23M,BLK 372A JURONG EAST ST 32,16739.1947,36793.4383,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.349019,103.732133
J24,BLK 342/346 JURONG EAST STREET 31,16619.8437,36430.0234,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.345733,103.731061
J25,BLK 347/350 JURONG EAST AVE 1,16684.9102,36333.9766,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.344864,103.731646
J26,BLK 351/353 JURONG EAST STREET 31,16568.1895,36340.3828,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.344922,103.730597
J27,BLK 521/524 JURONG WEST STREET 52,15018.2256,36557.7852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.346887,103.716669
J28,BLK 525/527 JURONG WEST STREET 52,14999.1709,36634.0039,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.347577,103.716498
J29,BLK 528/534 JURONG WEST STREET 52,15045.9395,36750.0547,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.348626,103.716918
J3,BLK 111/116 JURONG EAST ST 13,17112.1421,35740.2671,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.339495,103.735485
J30,BLK 530/536 JURONG WEST STREET 52,14888.3145,36770.8398,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.348814,103.715502
J32,BLK 515/517 JURONG WEST STREET 52,15441.7334,36438.2695,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.345807,103.720475
J33,BLK 518/520 JURONG WEST STREET 52,15152.9335,36434.7257,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.345774,103.717880
J34,BLK 513/514 JURONG WEST STREET 52,15398.4307,36577.7070,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N,1.347068,103.720086
